id,state,key_mun,name_mun
1,20,142,San Francisco Huehuetlán
2,20,143,San Francisco Ixhuatán
3,20,144,San Francisco Jaltepetongo
4,20,145,San Francisco Lachigoló
5,20,146,San Francisco Logueche
6,20,147,San Francisco Nuxaño
7,20,148,San Francisco Ozolotepec
8,20,149,San Francisco Sola
9,20,150,San Francisco Telixtlahuaca
10,20,151,San Francisco Teopan
11,20,152,San Francisco Tlapancingo
12,20,153,San Gabriel Mixtepec
13,20,154,San Ildefonso Amatlán
14,20,155,San Ildefonso Sola
15,20,156,San Ildefonso Villa Alta
16,20,157,San Jacinto Amilpas
17,20,158,San Jacinto Tlacotepec
18,20,159,San Jerónimo Coatlán
19,20,160,San Jerónimo Silacayoapilla
20,20,161,San Jerónimo Sosola
21,20,162,San Jerónimo Taviche
22,20,163,San Jerónimo Tecóatl
23,20,164,San Jorge Nuchita
24,20,165,San José Ayuquila
25,20,166,San José Chiltepec
26,20,167,San José del Peñasco
27,20,168,San José Estancia Grande
28,20,169,San José Independencia
29,20,170,San José Lachiguiri
30,20,171,San José Tenango
31,20,172,San Juan Achiutla
32,20,173,San Juan Atepec
33,20,174,Ánimas Trujano
34,20,175,San Juan Bautista Atatlahuca
35,20,176,San Juan Bautista Coixtlahuaca
36,20,177,San Juan Bautista Cuicatlán
37,20,178,San Juan Bautista Guelache
38,20,179,San Juan Bautista Jayacatlán
39,20,180,San Juan Bautista Lo de Soto
40,20,181,San Juan Bautista Suchitepec
41,20,182,San Juan Bautista Tlacoatzintepec
42,20,183,San Juan Bautista Tlachichilco
43,20,184,San Juan Bautista Tuxtepec
44,20,185,San Juan Cacahuatepec
45,20,186,San Juan Cieneguilla
46,20,187,San Juan Coatzóspam
47,20,188,San Juan Colorado
48,20,189,San Juan Comaltepec
49,20,190,San Juan Cotzocón
50,20,191,San Juan Chicomezúchil
51,20,192,San Juan Chilateca
52,20,193,San Juan del Estado
53,20,194,San Juan del Río
54,20,195,San Juan Diuxi
55,20,196,San Juan Evangelista Analco
56,20,197,San Juan Guelavía
57,20,198,San Juan Guichicovi
58,20,199,San Juan Ihualtepec
59,20,200,San Juan Juquila Mixes
60,20,201,San Juan Juquila Vijanos
61,20,202,San Juan Lachao
62,20,203,San Juan Lachigalla
63,20,204,San Juan Lajarcia
64,20,205,San Juan Lalana
65,20,206,San Juan de los Cués
66,20,207,San Juan Mazatlán
67,20,208,San Juan Mixtepec -Dto. 08 -
68,20,209,San Juan Mixtepec -Dto. 26 -
69,20,210,San Juan Ñumí
70,20,211,San Juan Ozolotepec
71,20,212,San Juan Petlapa
72,20,213,San Juan Quiahije
73,20,214,San Juan Quiotepec
74,20,215,San Juan Sayultepec
75,20,216,San Juan Tabaá
76,20,217,San Juan Tamazola
77,20,218,San Juan Teita
78,20,219,San Juan Teitipac
79,20,220,San Juan Tepeuxila
80,20,221,San Juan Teposcolula
81,20,222,San Juan Yaeé
82,20,223,San Juan Yatzona
83,20,224,San Juan Yucuita
84,20,225,San Lorenzo
85,20,226,San Lorenzo Albarradas
86,20,227,San Lorenzo Cacaotepec
87,20,228,San Lorenzo Cuaunecuiltitla
88,20,229,San Lorenzo Texmelúcan
89,20,230,San Lorenzo Victoria
90,20,231,San Lucas Camotlán
91,20,232,San Lucas Ojitlán
92,20,233,San Lucas Quiaviní
93,20,234,San Lucas Zoquiápam
94,20,235,San Luis Amatlán
95,20,236,San Marcial Ozolotepec
96,20,237,San Marcos Arteaga
