id,state,key_mun,name_mun
1,14,39,Guadalajara
2,14,40,Hostotipaquillo
3,14,41,Huejúcar
4,14,42,Huejuquilla el Alto
5,14,43,La Huerta
6,14,44,Ixtlahuacán de los Membrillos
7,14,45,Ixtlahuacán del Río
8,14,46,Jalostotitlán
9,14,47,Jamay
10,14,48,Jesús María
11,14,49,Jilotlán de los Dolores
12,14,50,Jocotepec
13,14,51,Juanacatlán
14,14,52,Juchitlán
15,14,53,Lagos de Moreno
16,14,54,El Limón
17,14,55,Magdalena
18,14,56,Santa María del Oro
19,14,57,La Manzanilla de la Paz
20,14,58,Mascota
21,14,59,Mazamitla
22,14,60,Mexticacán
23,14,61,Mezquitic
24,14,62,Mixtlán
25,14,63,Ocotlán
26,14,64,Ojuelos de Jalisco
27,14,65,Pihuamo
28,14,66,Poncitlán
29,14,67,Puerto Vallarta
30,14,68,Villa Purificación
31,14,69,Quitupan
32,14,70,El Salto
33,14,71,San Cristóbal de la Barranca
34,14,72,San Diego de Alejandría
35,14,73,San Juan de los Lagos
36,14,74,San Julián
37,14,75,San Marcos
38,14,76,San Martín de Bolaños
39,14,77,San Martín Hidalgo
40,14,78,San Miguel el Alto
41,14,79,Gómez Farías
42,14,80,San Sebastián del Oeste
43,14,81,Santa María de los Ángeles
44,14,82,Sayula
45,14,83,Tala
46,14,84,Talpa de Allende
47,14,85,Tamazula de Gordiano
48,14,86,Tapalpa
49,14,87,Tecalitlán
50,14,88,Tecolotlán
51,14,89,Techaluta de Montenegro
52,14,90,Tenamaxtlán
53,14,91,Teocaltiche
54,14,92,Teocuitatlán de Corona
55,14,93,Tepatitlán de Morelos
56,14,94,Tequila
57,14,95,Teuchitlán
58,14,96,Tizapán el Alto
59,14,97,Tlajomulco de Zúñiga
60,14,98,Tlaquepaque
61,14,99,Tolimán
62,14,100,Tomatlán
63,14,101,Tonalá
64,14,102,Tonaya
65,14,103,Tonila
66,14,104,Totatiche
67,14,105,Tototlán
68,14,106,Tuxcacuesco
69,14,107,Tuxcueca
70,14,108,Tuxpan
71,14,109,Unión de San Antonio
72,14,110,Unión de Tula
73,14,111,Valle de Guadalupe
74,14,112,Valle de Juárez
75,14,113,San Gabriel
76,14,114,Villa Corona
77,14,115,Villa Guerrero
78,14,116,Villa Hidalgo
79,14,117,Cañadas de Obregón
80,14,118,Yahualica de González Gallo
81,14,119,Zacoalco de Torres
82,14,120,Zapopan
83,14,121,Zapotiltic
84,14,122,Zapotitlán de Vadillo
85,14,123,Zapotlán del Rey
86,14,124,Zapotlanejo
87,14,125,San Ignacio Cerro Gordo
88,15,1,Acambay
89,15,2,Acolman
90,15,3,Aculco
91,15,4,Almoloya de Alquisiras
92,15,5,Almoloya de Juárez
93,15,6,Almoloya del Río
94,15,7,Amanalco
95,15,8,Amatepec
96,15,9,Amecameca
97,15,10,Apaxco
98,15,11,Atenco
99,15,12,Atizapán
100,15,13,Atizapán de Zaragoza
101,15,14,Atlacomulco
102,15,15,Atlautla
103,15,16,Axapusco
104,15,17,Ayapango
105,15,18,Calimaya
106,15,19,Capulhuac
107,15,20,Coacalco de Berriozábal
108,15,21,Coatepec Harinas
109,15,22,Cocotitlán
110,15,23,Coyotepec
111,15,24,Cuautitlán
112,15,25,Chalco
113,15,26,Chapa de Mota
114,15,27,Chapultepec
115,15,28,Chiautla
116,15,29,Chicoloapan
117,15,30,Chiconcuac
118,15,31,Chimalhuacán
